image_id,question,answer
916qzVQKc3L,Is this bed sheet likely to be soft and comfortable based on its appearance?,Yes
61etTHJm4NL,What color is the main part of the shoe?,Black
61etTHJm4NL,How many buckles are visible on the shoe?,One
61etTHJm4NL,Is the sole of the shoe primarily white?,Yes
81IY2zRc16L,What color is the hat and scarf set?,Denim
81IY2zRc16L,How many items are included in this set?,Two
81IY2zRc16L,Is this a winter accessory set?,Yes
71Gat71S1EL,What color are the gloves shown on the box?,Black
71Gat71S1EL,How many gloves are in this box?,100
71Gat71S1EL,What material are these gloves made of?,Nitrile
81ZJgeBJsuL,What is the predominant color of the phone case's design?,Black
81ZJgeBJsuL,Is the phone case design primarily geometric or floral?,Geometric
81ZJgeBJsuL,How many distinct design elements repeat across the phone case?,One
514xaIw0TWL,What color is the dominant background color of the phone case?,Blue
514xaIw0TWL,How many distinct colors are prominently used in the design of this phone case?,Eight
514xaIw0TWL,Is this phone case designed for a Samsung Galaxy A30s?,Yes
71Kf0scnpbL,What color is the background of the phone case?,Black
71Kf0scnpbL,How many butterflies are depicted on the phone case?,Two
71Kf0scnpbL,Does the case design appear to be primarily grayscale or colorful?,Grayscale
81K3EWoTopL,What is the primary material of the kettle's body?,Glass
81K3EWoTopL,What color is the light around the base of the kettle?,Blue
81K3EWoTopL,Is the handle of the electric kettle made of metal or plastic?,Plastic
61sVswF0YRL,What color is the background of the phone case?,Black
61sVswF0YRL,How many roses are depicted on the phone case?,Three
61sVswF0YRL,Is the phone case design primarily floral or skeletal?,Both
71E3itYc7vL,What is the main design element on the phone case?,Waterdrops
71E3itYc7vL,What color is the phone case predominantly?,Pink
71E3itYc7vL,Is this case designed for a Nokia phone?,Yes
71v0L3BKgzL,What is the main protein in this meal kit?,Lamb
71v0L3BKgzL,What type of pasta is included?,Casarecce
71v0L3BKgzL,How many servings does this meal kit contain?,Two
715UKt1q1WL,What type of drink is depicted on the phone case?,Lemonade
715UKt1q1WL,Is the phone case design primarily based on a solid color or a picture?,Picture
715UKt1q1WL,How many slices of lemon are visible on the phone case?,One
81nqZ4XhuUL,What colors are prominently featured on the phone case?,Multiple
81nqZ4XhuUL,Is the phone case design abstract or representational?,Abstract
81nqZ4XhuUL,How many distinct color sections appear on the phone case?,Four
913Vbwk6FpL,What color is the crossbody bag?,Camel
913Vbwk6FpL,How many straps does this handbag have?,Two
913Vbwk6FpL,Does the bag have a top handle?,Yes
814pUxoIB4L,What color are the broccoli florets in the package?,Green
814pUxoIB4L,Is this broccoli organic?,Yes
814pUxoIB4L,Approximately how many broccoli florets are visible on the package?,7
714u9EJom9L,What type of bird is shown on the phone case?,Macaw
714u9EJom9L,What are the main colors of the bird on the case?,Yellow
714u9EJom9L,Is the phone case design primarily focused on a single bird or multiple birds?,One
71UszmFEevL,What is the shape of the gemstone in the pendant?,Round
71UszmFEevL,What type of clasp does this necklace have?,Lobster
71UszmFEevL,What metal is the necklace made of?,Silver
91naHUjwKTL,What is the primary color of the curtain?,White
91naHUjwKTL,How many curtain panels are shown in the image?,One
91naHUjwKTL,Does the curtain appear to be lined or unlined?,Unlined
81lN4b95UTL,What color are the stones in the earrings?,Clear
81lN4b95UTL,What type of earring closure is shown?,Leverback
81lN4b95UTL,How many stones surround the central stone in each earring?,Many
61e0XnLNXbL,What color are these Amazon Essentials ballet flats?,Tan
61e0XnLNXbL,What is the style of shoe shown in the image?,Flats
61e0XnLNXbL,Does this shoe have a pointed or rounded toe?,Rounded
817GwX7vbLL,What is the primary color of the bench?,Brown
817GwX7vbLL,How many legs does this bench have?,Two
817GwX7vbLL,Is this bench made from reclaimed wood?,Yes
61TbZ4Ex++L,How many bottles of body wash are in the image?,4
61TbZ4Ex++L,What is the primary color of the body wash bottles?,Beige
61TbZ4Ex++L,Are there more lemon-scented or fresh-scented disinfecting wipes?,Lemon
81pb2U1dGCL,How many distinct colors are used in the phone case design?,Three
81pb2U1dGCL,What is the primary color in the middle section of the phone case?,Blue
81pb2U1dGCL,Does the case appear to have cutouts for buttons and ports?,Yes
71UBW2nOtfL,What type of shoe is shown in the image?,Formal
71UBW2nOtfL,What is the closure type of this shoe?,Slip-on
71UBW2nOtfL,What color are the shoes?,Black
814Im-B6J1L,What colors are predominantly shown on the phone case?,Blue
814Im-B6J1L,Is the phone case design primarily abstract or representational?,Representational
814Im-B6J1L,Does the case appear to offer full protection to the phone's edges?,Yes
71bi9uffOTL,What color is the background of the phone case?,Blue
71bi9uffOTL,How many eyes are on the phone case design?,Two
71bi9uffOTL,Is the phone case design a smiley face?,Yes
81Wy0ARHI-L,What color is the majority of the phone case?,Red
81Wy0ARHI-L,Is there a second color on the phone case?,Yes
81Wy0ARHI-L,What design is printed on the phone case?,Bricks
61l5QzkrgjL,What landmark is depicted on the phone case?,Eiffel
61l5QzkrgjL,What color is the background of the phone case?,Yellow
61l5QzkrgjL,Is the phone case design 2D or 3D?,3D
715-qZVTg3L,What is the lean-to-fat ratio of the ground beef shown?,80/20
715-qZVTg3L,What is the approximate weight of the ground beef package?,2.5
715-qZVTg3L,What color is the ground beef in the image?,Red
81F+sArblDL,What color is the Flavia women's clutch?,Grey
81F+sArblDL,Does the clutch have a shoulder strap?,Yes
81F+sArblDL,What material appears to be used on a section of the clutch?,Lace
71jRky-91+L,What color is the background of the phone case?,Pink
71jRky-91+L,What text is prominently displayed on the phone case?,Daddy's
71jRky-91+L,Is this phone case designed for an Asus phone?,Yes
71HHWJCR7yL,What is the main pattern on the phone case?,Hearts
71HHWJCR7yL,How many different colors of hearts are shown on the case?,Four
71HHWJCR7yL,Is the phone case design primarily geometric or illustrative?,Illustrative
61ET00rx8rL,How many drawers does the sideboard have?,3
61ET00rx8rL,What color are the doors on the left side of the table?,LightBrown
61ET00rx8rL,Is the table supported by legs or a base?,Legs
71sWBzYD+2L,What color is the main part of the shoe?,Black
71sWBzYD+2L,Are the laces tied in the image?,No
71sWBzYD+2L,What material appears to be used on the heel?,Leather
81X30ETu4eL,What is the primary color of the shelves?,Walnut
81X30ETu4eL,How many shelves does this bookcase have?,Two
81X30ETu4eL,Is the frame made of wood or metal?,Metal
71EmR4tH00L,How many saucepans are in this set?,3
71EmR4tH00L,What color are the handles of these saucepans?,Black
71EmR4tH00L,Are the saucepans made of stainless steel?,Yes
81yBlko9hWL,What color are the Fusefit Venus walking shoes?,Navy
81yBlko9hWL,What is the primary closure type of this shoe?,Slip-on
81yBlko9hWL,Is there a visible brand logo on the shoe?,Yes
81e961vmnOL,What type of material does the phone case appear to mimic?,Wood
81e961vmnOL,"Is the phone case design primarily composed of a single color, or multiple colors?",Multiple
81e961vmnOL,How many horizontal bands of different shades are visible on the phone case?,Three
717gZARH1tL,What number is depicted on the phone case?,2
717gZARH1tL,What is the primary color of the phone case?,Orange
717gZARH1tL,What material forms the number on the case?,Chain
71fcefZJgqL,What color is the AmazonBasics USB hub?,Grey
71fcefZJgqL,How many USB ports does this hub have?,Three
71fcefZJgqL,Does this hub include an Ethernet port?,Yes
61bqXorXGWL,What color is the iPhone case?,Pink
61bqXorXGWL,How many iPhone cases are shown in the image?,Two
61bqXorXGWL,Is this case designed for an iPhone XS or a different model?,XS
61DQzvS159L,What color is the travel umbrella?,Black
61DQzvS159L,Does this umbrella have an automatic open/close mechanism?,Yes
61DQzvS159L,Is there a wrist strap included with the umbrella?,Yes
81Y6l41KR-L,What color is the prominent heart design on the phone case?,White
81Y6l41KR-L,How many horizontal stripes are on the phone case?,Three
81Y6l41KR-L,Does the case appear to have cutouts for buttons and ports?,Yes
71zVw8HiDgL,What color are the find. Amz135 men's ankle boots?,Green
71zVw8HiDgL,How many eyelets are visible on the boot laces?,6
71zVw8HiDgL,Is the sole of the boot primarily made of rubber?,Yes
81-20Qd9QKL,What is the name of the brand shown on the jar?,365
81-20Qd9QKL,What flavor is this fruit spread?,Strawberry
81-20Qd9QKL,Is the jar mostly full or mostly empty?,Full
61LS0Cng+HL,What color are most of the pills on the phone case?,Multicolored
61LS0Cng+HL,How many different types of pills are depicted on the phone case?,Many
61LS0Cng+HL,Is the phone case design abstract or realistic?,Abstract
81lqOxS33RL,What is the predominant color of the stars on the phone case?,Gold
81lqOxS33RL,Is the phone case design primarily composed of geometric shapes?,Yes
81lqOxS33RL,How many different types of shapes are visible in the phone case design?,Two
81Boc1ONldL,What is the dominant color of the phone case?,Yellow
81Boc1ONldL,Is the phone case design textured or smooth?,Textured
81Boc1ONldL,Does the case appear to fully cover the phone's camera?,Yes
71o2OVGSeML,What animal is featured on the phone case?,Squirrel
71o2OVGSeML,What color are the flowers the squirrel is holding?,Blue
71o2OVGSeML,Is the phone case design 3D printed?,Yes
81fyLPi-qfL,What color is the neck gaiter?,Blue
81fyLPi-qfL,How many ear loops does this face cover have?,Two
81fyLPi-qfL,Is this item designed for sun protection?,Yes
81d2dZOnjLL,What is the net weight of the powdered sugar bag?,24
81d2dZOnjLL,What is the color of the powdered sugar shown in the bag?,White
81d2dZOnjLL,Is this powdered sugar organic according to the packaging?,Yes
61qz1xepQbL,What is the color of the cabinet handle?,Silver
61qz1xepQbL,How many screws are shown in the image?,Four
61qz1xepQbL,Is the handle long or short?,Long
61XFpQJdXWL,What letter is prominently displayed on the phone case?,E
61XFpQJdXWL,What are the main colors of the phone case design?,Blue
61XFpQJdXWL,Is the phone case design primarily geometric or ornate?,Ornate
71yYvMM9mrL,What type of soup is shown in the image?,Mushroom
71yYvMM9mrL,What is the net weight of the soup can?,10.5
71yYvMM9mrL,What color is the soup in the can?,Cream
71Pzi+o8gwL,What color is the predominant color of the phone case?,Red
71Pzi+o8gwL,Is the phone case design primarily abstract or representational?,Abstract
71Pzi+o8gwL,How many cutouts are visible on the phone case for buttons and ports?,Three
71tMSSezrOL,What color are the hearts on the phone case?,Red
71tMSSezrOL,How many prominent hearts are visible on the phone case?,Five
71tMSSezrOL,Is the phone case design primarily based on hearts?,Yes
71yOh7IuqBL,What colors are predominantly featured on the phone case?,Rainbow
71yOh7IuqBL,Is the phone case design primarily geometric or abstract?,Abstract
71yOh7IuqBL,How many distinct colors can you identify on the phone case?,Many
717AiR6S1VL,What is the brand of the batteries shown in the image?,AmazonBasics
717AiR6S1VL,How many AAA batteries are included in this set?,Four
717AiR6S1VL,What color are the AAA batteries?,Green
41zGG3oaxOL,What color is the laptop?,Black
41zGG3oaxOL,How many items are included in this bundle?,Two
41zGG3oaxOL,Is the backpack big enough to fit a 17-inch laptop?,Yes
61KYXsGvBEL,What color are the find. Assymetric Leather Mule Open Toe Heels?,Black
61KYXsGvBEL,How many straps does this shoe have?,Zero
61KYXsGvBEL,Is the heel of this shoe block shaped?,Yes
61nlb5Tp1lL,What is the main shape in the phone case design?,Triangles
61nlb5Tp1lL,How many distinct colors are prominently featured on the phone case?,Six
61nlb5Tp1lL,Is this phone case compatible with a Xiaomi Mi A3?,Yes
61tM+d4+mxL,What color is the background of the phone case?,Black
61tM+d4+mxL,How many butterflies are on the dress?,Many
61tM+d4+mxL,Is the phone case design primarily black and white?,Yes
71GMgZn-m6L,What color is the PlayStation 3 headset's inline control?,Black
71GMgZn-m6L,How many earcups does this headset have?,One
71GMgZn-m6L,Is the cable for this headset long or short?,Long
71473hMIdyL,What color are the Flavia women's slippers?,Black
71473hMIdyL,How many straps does this sandal have?,Two
71473hMIdyL,What is the heel type of these Flavia slippers?,Block
81YnO1ZwOzL,What is depicted on the phone case?,Bridge
81YnO1ZwOzL,What color is the phone case's border?,Black
81YnO1ZwOzL,Is the bridge on the case made of stone or wood?,Wood
81oYweIc2bL,What colors are predominantly used in the phone case design?,"Black,White"
81oYweIc2bL,Is the phone case design primarily geometric or floral?,Geometric
81oYweIc2bL,How many repeating design elements are visible in the main section of the phone case?,Many
71328JHR2WL,What color are the horizontal stripes on the phone case?,Pink
71328JHR2WL,Is the woman in the image wearing a red shirt?,Yes
71328JHR2WL,What type of phone case is shown in the image?,Hard
818QtKm6E1L,How many rings are in this set?,Two
818QtKm6E1L,What is the dominant metal color of the rings?,Silver
818QtKm6E1L,What style best describes the design of these rings?,Swirled
61ghErYYJNL,What color are the shoes?,Black
61ghErYYJNL,Is there a bow on the shoe?,Yes
61ghErYYJNL,What type of shoe is shown in the image?,Flat
81BcUEEYRYL,What is the main color of the phone case design?,Pink
81BcUEEYRYL,What kind of texture is depicted on the phone case?,Wood
81BcUEEYRYL,Is this phone case designed for a Nokia phone?,Yes
71UNOiqceQL,What color are the laces of the sneaker?,Grey
71UNOiqceQL,What is the primary closure type of this shoe?,Lace-up
71UNOiqceQL,What color is the sole of the shoe?,White
81TJ9NSX1cL,What colors are prominently featured on the phone case?,Multiple
81TJ9NSX1cL,Is the phone case design abstract or representational?,Abstract
81TJ9NSX1cL,How many cutouts are visible on the phone case for buttons and ports?,Three
91ITTSiYadL,What flavor is the ice cream?,Strawberry
91ITTSiYadL,What is the size of the ice cream container?,Pint
91ITTSiYadL,Is this ice cream organic?,Yes
717AaWwROEL,What animal is featured on this phone case?,Panda
717AaWwROEL,How many distinct panda faces are fully visible on the case?,5
717AaWwROEL,What are the main colors of the design on the phone case?,Black
71G4QZ40pGL,What color are the butterflies on the phone case?,Pink
71G4QZ40pGL,How many butterflies are depicted on the phone case?,Two
71G4QZ40pGL,Is this phone case compatible with a Samsung Galaxy S8?,No
71gAWokovnL,What color is the mattress protector?,Beige
71gAWokovnL,Is the mattress protector fitted around the mattress?,Yes
71gAWokovnL,How many pillows are shown on the bed?,Three
61uT2cUJK9L,What is the shape of the gemstones in these earrings?,Round
61uT2cUJK9L,How many earrings are shown in the image?,Two
61uT2cUJK9L,What color are the earrings?,Clear
81HJuK77+kL,How many corner shelves are in this set?,Three
81HJuK77+kL,What is the primary color of the shelves?,Brown
81HJuK77+kL,Are these shelves designed to be mounted on a wall?,Yes
61E3S4PzdLL,What color is the rose on the incense stick packaging?,Red
61E3S4PzdLL,What is the brand name of the incense sticks shown?,Solimo
61E3S4PzdLL,What scent is featured on this incense stick packaging?,Rose
81huj-IoByL,What color is the dominant color on the phone case?,Yellow
81huj-IoByL,How many main colors are prominently displayed on the phone case?,Four
81huj-IoByL,Is the case design abstract or representational?,Abstract
71PdzVRLVrL,How many LED light bulbs are shown in the image?,12
71PdzVRLVrL,What is the dominant color of the light bulbs?,White
71PdzVRLVrL,Are these light bulbs designed for indoor or outdoor use? (Assume typical usage based on appearance),Indoor
71kZ+SISWbL,What fruit is depicted by this neon lamp?,Pineapple
71kZ+SISWbL,What color is the neon light of the lamp?,Yellow
71kZ+SISWbL,Is the base of the lamp made of wood?,Yes
51T+8NCZjbL,What color is the phone case?,Blue
51T+8NCZjbL,Is this case designed to be a stand?,Yes
51T+8NCZjbL,Can you see the phone screen through the case?,Yes
61PUgE5gYSL,What color is the AmazonBasics wall charger?,Black
61PUgE5gYSL,How many USB-C ports does this charger have?,Two
61PUgE5gYSL,Is the plug foldable for easier travel?,Yes
71lQIYJYsNL,What color is the background of the phone case?,Yellow
71lQIYJYsNL,What is depicted on the phone case?,Shoes
71lQIYJYsNL,How many shoes are shown on the phone case?,Two
91N16rlGLRL,What color is the upholstery of the Stone & Beam Hazel Collection King Bed?,Gray
91N16rlGLRL,How many drawers are visible under the bed?,Three
91N16rlGLRL,Is this bed frame designed for a king-size mattress?,Yes
81CCBDZGImL,What color is the jewelry set?,White
81CCBDZGImL,How many pieces are in this jewelry set?,Three
81CCBDZGImL,Is this a necklace and earrings set?,Yes
81wGwEuYNFL,What color is the metal mesh laundry hamper?,Gray
81wGwEuYNFL,How many drawers does this under-shelf laundry hamper have?,One
81wGwEuYNFL,Is the hamper designed to fit under a shelf or counter?,Yes
818FVmHIR8L,What color is the hat?,Beige
818FVmHIR8L,What type of knit pattern does the hat have?,Diamond
818FVmHIR8L,Is this hat designed for warmth?,Yes
818Yx3536sL,What colors are predominantly shown on the phone case?,Blue
818Yx3536sL,Is the phone case design primarily abstract or representational?,Abstract
818Yx3536sL,How many camera cutouts are visible on the case?,One
71yGPXmjNtL,What color is the background of the phone case?,Black
71yGPXmjNtL,What is the main message printed on the phone case?,Happy
71yGPXmjNtL,Is the phone case design primarily text-based or image-based?,Text
71Q1jyukMML,What color is the large central stone in the ring?,Green
71Q1jyukMML,How many smaller stones surround the main stone?,24
71Q1jyukMML,Is the ring's metal a gold tone or silver tone?,Gold
719Xqf9-c+L,What color are the sandals?,Black
719Xqf9-c+L,How many straps does this sandal have?,One
719Xqf9-c+L,Is the sole of the sandal thick or thin?,Thick
81bwfxuYXfL,What is the main design feature of this phone case?,Wood
81bwfxuYXfL,How many distinct colors of wood are visible on the phone case?,3
81bwfxuYXfL,Is this phone case designed for a Sony Xperia phone?,Yes
61skEVwITBL,What letter is prominently displayed on the phone case?,X
61skEVwITBL,What are the main colors of the design on this phone case?,Blue
61skEVwITBL,Does the case appear to have cutouts for buttons and ports?,Yes
610eR-v1+1L,What color is the car on the phone case?,Teal
610eR-v1+1L,How many main colors are used in the phone case design?,Three
610eR-v1+1L,Is the phone case design primarily geometric or pictorial?,Pictorial
71DOtVux-9L,What color is the phone case border?,Purple
71DOtVux-9L,What animal is featured on the phone case?,Kitten
71DOtVux-9L,How many camera lenses are visible on the phone in the case?,Two
71+k2BjXOsL,What color is the phone case?,Blue
71+k2BjXOsL,Does the case have a bumper for drop protection?,Yes
71+k2BjXOsL,Is the back of the case completely opaque or transparent?,Transparent
61K034VhHaL,What is the finish of the toilet lever?,Chrome
61K034VhHaL,How many parts make up the visible lever assembly?,Three
61K034VhHaL,What is the color of the lift rod?,Gold
81MXJLkRXiL,What color is the most prominent on the phone case?,Blue
81MXJLkRXiL,Is the phone case design primarily geometric or abstract?,Abstract
81MXJLkRXiL,How many main colors are used in the phone case's design?,Four
61CTNzlN2BL,What color is the predominant background of the phone case design?,Pink
61CTNzlN2BL,How many planets are depicted on the phone case?,Three
61CTNzlN2BL,Does the case appear to fully protect the phone's screen and camera?,Yes
71ZfS6zzNpL,What is the dominant color of these loafers?,Brown
71ZfS6zzNpL,What type of weave pattern is visible on the shoe's upper?,Leather
71ZfS6zzNpL,Are these shoes designed for men or women?,Women
61ss1WOUWsL,What is the main design element on the phone case?,Nailpolish
61ss1WOUWsL,Approximately how many nail polish bottles are depicted on the case?,30
61ss1WOUWsL,What color is the background of the phone case design?,Black
71ajwdNen6L,What color is the background of the phone case?,Black
71ajwdNen6L,What shapes are printed on the phone case?,Stars
71ajwdNen6L,Is the phone case design primarily dark or light?,Dark
61Exp-wW0eL,What color is the mule?,Pink
61Exp-wW0eL,How many straps does this sandal have?,One
61Exp-wW0eL,Is the heel of this shoe high or low?,Low
71oQrsd7wdL,What color are the Max Zip Worker boots?,Brown
71oQrsd7wdL,How many eyelets are visible on the boot laces?,6
71oQrsd7wdL,Is the toe of the boot pointed or rounded?,Rounded
71AaCQBdi2L,What color is the scarf?,Black
71AaCQBdi2L,Is the scarf patterned or solid?,Solid
71AaCQBdi2L,How many tassels does the scarf have?,Zero
81Mc9hSEBCL,What type of roast is shown on the coffee pod?,Medium
81Mc9hSEBCL,How many coffee pods are shown in the image?,Two
81Mc9hSEBCL,What is the main color of the coffee pod container?,White
61v+b6RVT2L,What letter is prominently displayed on the phone case?,N
61v+b6RVT2L,What are the main colors of the design on this phone case?,Gold
61v+b6RVT2L,Is the phone case design primarily floral or geometric?,Floral
61GS0OyT5+L,What is the main color of the nozzle handle?,Gray
61GS0OyT5+L,How many spray settings does this nozzle appear to have?,Three
61GS0OyT5+L,Is the nozzle tip transparent or opaque?,Transparent
81-idSXTGyL,What color is the duvet cover?,Blue
81-idSXTGyL,How many pillowcases are visible in the image?,Two
81-idSXTGyL,Is this a single or a double duvet cover set?,Double
61LYNmR8b-L,What color is the filament?,Black
61LYNmR8b-L,Is the filament wound onto a spool?,Yes
61LYNmR8b-L,How many spools of filament are shown in the image?,One
51S8YAOAJlL,What color are the stripes on the soap wrapper?,Purple
51S8YAOAJlL,What is the scent of this Whole Foods Market soap?,Lavender
51S8YAOAJlL,Is this soap described as having a rich lather?,Yes
61qRp6g-evL,What color is the phone holder's main pad?,Blue
61qRp6g-evL,How many adjustable arms does the car phone mount have?,Two
61qRp6g-evL,Does this phone holder use a suction cup for attachment?,Yes
710+3K4gAHL,What is the main design element on this phone case?,Flowers
710+3K4gAHL,How many distinct colors of petals are visible on the phone case?,Four
710+3K4gAHL,Is the phone case design primarily geometric or organic?,Organic
613gSJcWTmL,What color are the headphones on the phone case?,Teal
613gSJcWTmL,How many colors are used in the background of this phone case?,Two
613gSJcWTmL,Is this phone case designed for the Tecno Camon I Air 2 Plus?,Yes
81m5CJDZMBL,What color are the stripes on the mittens?,Green
81m5CJDZMBL,How many items are included in this winter accessory set?,Two
81m5CJDZMBL,What phrase is knitted into the hat?,GameOn
81xWbt7UyjL,What fruit is depicted on the phone case?,Pineapple
81xWbt7UyjL,What color is the main part of the pineapple on the case?,Yellow
81xWbt7UyjL,Is the phone case design primarily a single color or multicolor?,Multicolor
81yJOST3uXL,What is the primary color of the shoe?,Grey
81yJOST3uXL,What type of closure does this running shoe use?,Slip-on
81yJOST3uXL,Does this shoe have a round or pointed toe?,Round
71aF-EfTyyL,What is the overall color of the cabinet light?,White
71aF-EfTyyL,How many dimming levels does this light have?,3
71aF-EfTyyL,Is this light fixture designed for direct wiring?,Yes
41SYktgb-FL,What colors are the gemstones in the ring?,Two
41SYktgb-FL,How many gemstones are visible in the image?,20
41SYktgb-FL,What is the overall shape of the ring?,Round
71XJUq4ayiL,What color are the Red Wagon girls' high-top sneakers?,White
71XJUq4ayiL,How many laces are visible on these sneakers?,One
71XJUq4ayiL,Is there a metallic accent on the shoe?,Yes
71Vgce0wx2L,What color is the phone case?,Pink
71Vgce0wx2L,What is depicted on the phone case?,Ballerinas
71Vgce0wx2L,Is the phone case design primarily geometric or figurative?,Figurative
81ak0HMg9dL,How many whisks are in the image?,Three
81ak0HMg9dL,What color are the whisk wires?,Black
81ak0HMg9dL,Are the handles of the whisks made of metal?,Yes
811cEkL7SoL,What instrument is depicted on the phone case?,Guitar
811cEkL7SoL,What are the main colors of the phone case design?,"Black,White"
811cEkL7SoL,Is the phone case design primarily geometric or floral?,Floral
61FHtFeFm4L,What color is the predominant background of the phone case?,Blue
61FHtFeFm4L,Is there a character depicted on the phone case?,Yes
61FHtFeFm4L,How many words are in the phrase printed on the case?,Three
81-qo1CsqBL,What color is the dominant color in the background of the phone case?,Green
81-qo1CsqBL,How many words are printed on the phone case?,One
81-qo1CsqBL,Is this phone case designed for an iPhone?,No
816hVOHCM3L,What color is the projector screen's stand?,White
816hVOHCM3L,How many legs does the projector screen stand have?,Three
816hVOHCM3L,Is the screen showing a landscape or portrait image?,Landscape
71JAtY4QfaL,What color is the dominant color in the phone case's design?,Blue
71JAtY4QfaL,How many moons are depicted on the phone case?,Two
71JAtY4QfaL,Is this phone case design primarily abstract or representational?,Representational
61zDBwYIo1L,What color is the main background of the phone case?,Pink
61zDBwYIo1L,How many people are depicted on the phone case?,Two
61zDBwYIo1L,Is the car on the case a convertible?,No
81sN0K3hweL,What is the main pattern on the phone case?,Bags
81sN0K3hweL,How many repeating handbag images are visible on the phone case?,16
81sN0K3hweL,What color are the handbags in the pattern?,Pink
81X+fE3GpjL,What is the primary color of these Bourge flip-flops?,Navy
81X+fE3GpjL,How many flip-flops are shown in the image?,Two
81X+fE3GpjL,What is the style of the footwear shown?,Slippers
61JVvvtVHPL,What color is the candle on the phone case?,Red
61JVvvtVHPL,Is the phone case design 3D printed?,Yes
61JVvvtVHPL,How many cutouts are visible on the phone case for buttons and ports?,Three
71YnuxRHi2L,What landmark is depicted on the phone case?,Eiffel
71YnuxRHi2L,What color is the Eiffel Tower design on the case?,Gold
71YnuxRHi2L,Is the phone case design primarily black and gold?,Yes
81eoYFcXP5L,What instrument is depicted on the phone case?,Guitar
81eoYFcXP5L,What are the main colors of the phone case design?,"Black,White"
81eoYFcXP5L,Is the phone case design primarily a solid color or a pattern?,Pattern
71r13-fRiUL,What color is the background of the phone case?,Pink
71r13-fRiUL,Is there a butterfly in the design?,Yes
71r13-fRiUL,How many hearts are visible around the woman in the design?,Many
81hw2dsJeqL,What is the main design element on the phone case?,Leaf
81hw2dsJeqL,How many colors are predominantly featured in the design?,Three
81hw2dsJeqL,Is this case designed for an iPhone or an Asus phone?,Asus
81aylTvruPL,What color are the boots?,Black
81aylTvruPL,How many zippers are visible on the boot?,One
81aylTvruPL,Is the heel of the boot high or low?,Low
91nmDgEPcVL,What kind of cookies are shown in the image?,OatmealRaisin
91nmDgEPcVL,How many cookies are piled in the image?,Five
91nmDgEPcVL,What is the dominant color of the cookies?,Brown
71NSpoNhA0L,What color are the hearts on the phone case?,Red
71NSpoNhA0L,How many prominent hearts are depicted on the phone case?,Five
71NSpoNhA0L,Is the background of the phone case predominantly red?,Yes
81KK7tDap5L,What is the main color of the rocks depicted on the phone case?,Brown
81KK7tDap5L,How many distinct layers of rocks are visible on the phone case?,Ten
81KK7tDap5L,Does the phone case design include any elements besides rocks?,Yes
81PWdFFIN6L,What color are the AmazonBasics speakers?,Black
81PWdFFIN6L,How many speakers are shown in the image?,Two
81PWdFFIN6L,Do the speakers have a visible volume control?,Yes
71hT9oFEY8L,What color is the container holding the laundry capsules?,Green
71hT9oFEY8L,How many washes does this container of Presto! Universal Laundry Capsules provide?,38
71hT9oFEY8L,Is this product designed for hand washing or machine washing?,Machine
91cPlY9t9wL,What material are the boots made of?,Velvet
91cPlY9t9wL,What is the heel type of this ankle boot?,Block
91cPlY9t9wL,What color are these women's ankle boots?,Beige
717rBGfaN2L,What animal is depicted on the phone case?,Puppy
717rBGfaN2L,Is the phone case design primarily dark or light?,Dark
717rBGfaN2L,How many legs are visible on the puppy in the image?,Two
914VYiDKKBL,What is the primary color of the backpack?,Green
914VYiDKKBL,How many main compartments does this hiking backpack appear to have?,Three
914VYiDKKBL,"Is this backpack designed for carrying heavy loads, judging by its structure?",Yes
71d3HL37JgL,What color is the text on the phone case?,Gold
71d3HL37JgL,What phone model is this case designed for?,Moto E6s
71d3HL37JgL,Is the case primarily black or white?,Black
5131duvzyJL,What color is the toilet bowl brush holder?,White
5131duvzyJL,How many compartments does this holder appear to have?,One
5131duvzyJL,Is this holder designed to hold a brush with a long or short handle?,Long
81rYdac8IZL,What color are the boots?,Brown
81rYdac8IZL,What is the heel type of this boot?,Block
81rYdac8IZL,Are these boots ankle-high?,Yes
71Mf2wNTgsL,What color is the main body of the tote bag?,Aqua
71Mf2wNTgsL,How many main compartments does this tote bag appear to have?,One
71Mf2wNTgsL,What color are the shoulder straps?,Tan
91NqigWm5dL,What is the main color of the rug shown in the image?,White
91NqigWm5dL,Is the rug completely visible in the image?,No
91NqigWm5dL,"Based on the visible portion, what is the pattern of the rug?",Geometric
A1RXUpCGCXL,What color is the Rivet loveseat?,Grey
A1RXUpCGCXL,How many cushions are on this loveseat?,Two
A1RXUpCGCXL,What material are the legs of this loveseat made from?,Wood
719FAXKB86L,What color are the sandals?,Tan
719FAXKB86L,How many straps does the sandal have across the top of the foot?,Four
719FAXKB86L,Is this a closed-toe or open-toe sandal?,Open
51ZPwqt4OaL,What color are the straps of this sandal?,Coral
51ZPwqt4OaL,How many straps does this sandal have?,Three
51ZPwqt4OaL,What is the material of the sandal's sole?,Wood
61wDbhjDaaL,What color is the tube top bra?,Pink
61wDbhjDaaL,Is this a strapless bra?,Yes
61wDbhjDaaL,How many straps does this bra have?,Zero
813QRh1E+kL,What word is spelled out on the phone case?,LIKE
813QRh1E+kL,What is the primary color of the phone case?,Beige
813QRh1E+kL,Is the phone case design primarily made of images of letters or numbers?,Letters
816PVBitI2L,What colors are predominantly featured on the phone case?,Multicolor
816PVBitI2L,Is the phone case design abstract or representational?,Abstract
